tokens_stemmed,bobot_nilai_total,label
"['salam', 'peran', 'media', 'upaya', 'menyebarluaskan', 'informasi', 'kait', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'jatim', 'salam', 'buka', 'media', 'tahap', 'pilih', 'kepala', 'daerah', 'jalan']",-4,negatif
"['upacara', 'terima', 'kirab', 'pataka', 'jer', 'basuki', 'mawa', 'beya', 'sigap', 'pilih', 'kepala', 'daerah', 'damai', 'jatim', 'kpuri', 'kpujatim']",-2,negatif
"['kpu', 'kota', 'probolinggo', 'terima', 'logistik', 'bilik', 'suara', 'pilih', 'kepala', 'daerah', 'probolinggo', 'komisi', 'pilih', 'kpu', 'kota', 'probolinggo', 'terima', 'logistik', 'bilik', 'via', 'beritajatimcom']",-4,negatif
"['kpu', 'jatim', 'pasti', 'stok', 'distribusi', 'logistik', 'pilih', 'kepala', 'daerah', 'aman']",1,positif
"['tantang', 'kpu', 'jatim', 'jaga', 'partisipasi', 'pilih', 'pilih', 'kepala', 'daerah', 'nur', 'salam', 'komisioner', 'kpu', 'jawa', 'timur', 'divisi', 'sosialisasi', 'didik', 'pilih', 'partisipasi', 'masyarakat', 'via', 'beritajatimcom']",-5,negatif
"['pasang', 'calon', 'wali', 'kota', 'wakil', 'wali', 'kota', 'batu', 'firhando', 'gumelarrudi', 'bangun', 'museum', 'wisata', 'budaya', 'sejarah', 'salah', 'program', 'unggul', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-6,negatif
"['kepala', 'disdikprov', 'jatim', 'guru', 'jombang', 'netral', 'pilih', 'kepala', 'daerah']",1,positif
"['sirekap', 'pakai', 'pilih', 'kepala', 'daerah', 'mojokerto', 'kpu']",-2,negatif
"['komisi', 'pilih', 'kpu', 'kabupaten', 'situbondo', 'jawa', 'timur', 'fasilitas', 'alat', 'aga', 'kampanye', 'bahan', 'kampanye', 'apkbk', 'pasang', 'calon', 'paslon', 'bupati', 'wakil', 'bupati', 'situbondo', 'kampanye', 'pilih', 'kepala', 'daerah', 'serentak']",10,positif
"['sarasehan', 'polda', 'jatim', 'media', 'bangun', 'sinergitas', 'pilih', 'kepala', 'daerah']",-2,negatif
"['jatim', 'resik', 'jatim', 'wayahe', 'resik', 'tri', 'rismaharini', 'zahrul', 'azhar', 'asumta', 'kenal', 'sapa', 'gus', 'hans', 'resmi', 'usung', 'slogan', 'resik', 'resik', 'jatim', 'pilih', 'kepala', 'daerah', 'jatim']",1,positif
"['awas', 'logistik', 'pilih', 'kepala', 'daerah', 'bawaslu', 'kota', 'mojokerto']",-2,negatif
"['guru', 'silat', 'tuban', 'temu', 'jelang', 'pilih', 'kepala', 'daerah']",6,positif
"['komisi', 'pilih', 'kabupaten', 'bondowoso', 'jawa', 'timur', 'jadwal', 'kali', 'giat', 'debat', 'antarpasangan', 'calon', 'bupati', 'calon', 'wakil', 'bupati', 'bondowoso', 'tahap', 'kampanye', 'pilih', 'kepala', 'daerah']",5,positif
"['komisi', 'pilih', 'kpu', 'kabupaten', 'banyuwangi', 'jawa', 'timur', 'tetap', 'jadwal', 'debat', 'antarpasangan', 'calon', 'bupati', 'calon', 'wakil', 'bupati', 'banyuwangi', 'tahap', 'kampanye', 'pilih', 'kepala', 'daerah']",8,positif
"['soliditas', 'nanik', 'selenggara', 'pilih', 'kepala', 'daerah', 'lancar', 'nanik', 'dukung', 'penuh', 'sekretariat', 'badan', 'adhoc', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",5,positif
"['sekretaris', 'kpu', 'jatim', 'nanik', 'karsini', 'tekan', 'soliditas', 'kompak', 'koordinasi', 'ketua', 'anggota', 'panitia', 'pilih', 'camat', 'ppk', 'sekretariat', 'kunci', 'sukses', 'selenggara', 'pilih', 'kepala', 'daerah', 'serentak']",7,positif
"['roh', 'giat', 'sosialisasi', 'didik', 'pilih', 'ada', 'informasi', 'paham', 'kait', 'milu', 'demokrasi', 'pilih', 'kepala', 'daerah', 'serentak', 'generasi', 'z', 'pasal', 'generasi', 'z']",-6,negatif
"['hadir', 'upacara', 'berangkat', 'kirab', 'pataka', 'jer', 'basuki', 'mawa', 'beya', 'wakapolres', 'trenggalek', 'semangat', 'wujud', 'pilih', 'kepala', 'daerah', 'damai', 'upacara', 'terima', 'pembrangkatan', 'kirab', 'pataka', 'jer', 'basuki', 'mawa', 'beya', 'sigap', 'pilih', 'kepala', 'daerah', 'damai', 'jawa', 'timur', 'kip', 'jbmb', 'sipadam', 'jatim']",-7,negatif
"['kirim', 'logistik', 'pilih', 'kepala', 'daerah', 'jember', 'tahap', 'lambat', 'ketua', 'kpu']",1,positif
"['silaturahmi', 'ketua', 'cabang', 'pagar', 'nusa', 'tuban', 'ps', 'kanit', 'binmas', 'polsek', 'senori', 'polres', 'tuban', 'polda', 'jatim', 'titip', 'pesan', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'divhumaspolri', 'polrestuban', 'polseksenori', 'bidhumasjatim']",-3,negatif
"['angka', 'persen', 'kian', 'dorong', 'percaya', 'menang', 'putar', 'pilih', 'kepala', 'daerah', 'jatim']",1,positif
"['heni', 'cermat', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'warga', 'bina', 'daftar', 'pilih', 'pilih', 'kepala', 'daerah', 'provinsi', 'jatim']",-10,negatif
"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif
"['anggota', 'kpu', 'jatim', 'eka', 'wisnu', 'wardana', 'kirab', 'maskot', 'gelar', 'tuju', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak', 'ajang', 'satu', 'kenal', 'ragam', 'budaya']",-2,negatif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'jombang', 'kpu', 'kabupaten', 'mojokerto']",2,positif
"['kpu', 'jember', 'datang', 'massa', 'buntut', 'salah', 'paslon', 'hadir', 'kampanye', 'damai', 'pilih', 'kepala', 'daerah']",-7,negatif
"['gresik', 'buffer', 'zone', 'kota', 'jatim', 'daya', 'tarik', 'politis', 'pimpin', 'wilayah', 'juluk', 'kota', 'pudak', 'ironi', 'pilih', 'kepala', 'daerah', 'kabupaten', 'gresik', 'hambar']",-5,negatif
"['pilih', 'kepala', 'daerah', 'jatim', 'pasang', 'luluklukmanul', 'kunjung', 'pondok', 'pesantren', 'ziarah', 'jember']",-2,negatif
"['kpu', 'bondowoso', 'imbau', 'ppk', 'jaga', 'integritas', 'pilih', 'kepala', 'daerah', 'bondowoso', 'komisi', 'pilih', 'kpu', 'kabupaten', 'bondowoso', 'panitia', 'pilih', 'camat', 'via', 'beritajatimcom']",-1,negatif
"['fenomena', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah', 'jatim']",-9,negatif
"['kali', 'cagub', 'pilih', 'kepala', 'daerah', 'jatim', 'perempuan']",-2,negatif
"['pilih', 'kepala', 'daerah', 'serentak', 'calon', 'partai', 'pdip', 'menang', 'sumut', 'lampung', 'dki', 'jabar', 'jateng', 'jatim', 'salah', 'besar', 'pdiperjuangan', 'pelihara', 'buzzer', 'sampah', 'jhonsitorus']",0,netral
"['kpu', 'magetan', 'goes', 'to', 'campus', 'ajak', 'mahasiswa', 'partisipasi', 'pilih', 'kepala', 'daerah', 'kpu', 'kabupaten', 'magetan', 'ada', 'sosialisasi', 'tatap', 'muka', 'kampus', 'poltekkes', 'kemenkes', 'surabaya', 'jurus', 'via', 'beritajatimcom']",4,positif
"['gaes', 'kpu', 'jatim', 'logistik', 'pilih', 'kepala', 'daerah', 'tahap', 'laksana', 'persen']",0,netral
"['dpw', 'partai', 'adil', 'sejahtera', 'pks', 'jawa', 'timur', 'konsolidasi', 'ribu', 'kader', 'titik', 'wilayah', 'menang', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'calon', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-2,negatif
"['upacara', 'terima', 'berangkat', 'pataka', 'jer', 'basuki', 'mawa', 'beya', 'sigap', 'pilih', 'kepala', 'daerah', 'damai', 'jawa', 'timur', 'kip', 'jbmb', 'sipadam', 'jatim', 'rabu', 'oktober']",-6,negatif
"['tinjau', 'periksa', 'kondisi', 'gudang', 'sesuai', 'standar', 'sisi', 'aman', 'terang', 'aspek', 'dukung', 'aman', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak']",-3,negatif
"['anggota', 'komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'miftahur', 'rozaq', 'tinjau', 'gudang', 'logistik', 'kpu', 'kabupaten', 'pamekasan', 'simpan', 'logistik', 'pilih', 'kepala', 'daerah', 'serentak']",-4,negatif
"['rozaq', 'komunikasi', 'koordinasi', 'sinergi', 'sukses', 'pilih', 'kepala', 'daerah', 'serentak', 'teman', 'pilih', 'jalan', 'sarasehan', 'ayo', 'simak', 'postingan']",3,positif
"['rozaq', 'sadar', 'pilar', 'empat', 'demokrasi', 'indonesia', 'pers', 'kpu', 'jatim', 'rozaq', 'buka', 'jurnalis', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak']",2,positif
"['tema', 'sinergitas', 'polri', 'media', 'jaga', 'kondusivitas', 'aman', 'tertib', 'masyarakat', 'laksana', 'pilih', 'kepala', 'daerah', 'jawa', 'timur']",-1,negatif
"['rapat', 'koordinasi', 'ppk', 'pps', 'camat', 'sukomoro', 'kait', 'tetap', 'calon', 'anggota', 'kpps', 'pilih', 'kepala', 'daerah', 'serentak', 'rabu', 'oktober', 'wib', 'pendopo', 'camat', 'sukomoro', 'kpujatim', 'kpumagetan', 'sukomoropp']",1,positif
"['kpu', 'gelar', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak', 'universitas', 'bondowoso']",3,positif
"['kpu', 'jatim', 'kesiap', 'logistik', 'pilih', 'kepala', 'daerah', 'tahap', 'capai', 'persen']",-1,negatif
"['hasil', 'survei', 'elektabilitas', 'baru', 'pilih', 'kepala', 'daerah', 'jatim', 'luluk', 'khofifah', 'risma', 'kuat', 'tribunnews']",0,netral
"['pilih', 'kepala', 'daerah', 'jatim', 'hasil', 'survei', 'posisi', 'risma', 'ambil', 'pusing']",-8,negatif
"['cooling', 'system', 'polda', 'jatim', 'gelar', 'sarasehan', 'media', 'wujud', 'pilih', 'kepala', 'daerah', 'damai']",2,positif
"['gin', 'besar', 'lapor', 'dana', 'kampanye', 'paslon', 'pilih', 'kepala', 'daerah', 'mojokerto']",9,positif
"['elektabilitas', 'khofifah', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'tahana', 'lawan', 'kuat', 'risma', 'luluk', 'tribunkaltim']",-3,negatif
"['hasil', 'survei', 'baru', 'pilih', 'kepala', 'daerah', 'jatim', 'elektabilitas', 'khofifahemil', 'dardak', 'tinggi', 'basis', 'nu', 'tribunnews']",2,positif
"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif
"['wisnu', 'tekan', 'partisipasi', 'masyarakat', 'pilih', 'kepala', 'daerah', 'serentak', 'wisnu', 'putus', 'mungut', 'suara', 'tps', 'dampak', 'nasib', 'daerah']",-4,negatif
"['anggota', 'kpu', 'jatim', 'eka', 'wisnu', 'wardana', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'tuju', 'tingkat', 'partisipasi', 'masyarakat', 'pilih', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'walikota', 'wakil', 'walikota', 'pasuruan', 'laksana', 'november']",2,positif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'hadir', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kabupaten', 'probolinggo', 'kpu', 'kota', 'pasuruan']",1,positif
"['polda', 'jatim', 'madura', 'raya', 'daerah', 'merah', 'pilih', 'kepala', 'daerah', 'serentak', 'polda', 'jawa', 'timur', 'madura', 'raya', 'bangkal', 'pamekasan', 'sampang', 'sumenep', 'daerah', 'merah', 'pilih', 'serentak', 'via', 'beritajatimcom']",4,positif
"['korelasi', 'konsep', 'pierre', 'bourdieau', 'saing', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah', 'jatim', 'fenomena', 'saing', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah', 'alias', 'pilih', 'kepala', 'daerah', 'via', 'beritajatimcom']",-20,negatif
"['atensi', 'polda', 'jatim', 'pilih', 'kepala', 'daerah', 'serentak', 'kondusivitas', 'aman', 'tertib', 'masyarakat', 'aman', 'tertib', 'masyarakat', 'atensi', 'polda', 'jawa', 'timur', 'laksana', 'pilih', 'kepala', 'daerah', 'via', 'beritajatimcom']",7,positif
"['gp', 'ansor', 'jatim', 'tolak', 'kampanye', 'hitam', 'seru', 'kader', 'jaga', 'netralitas', 'aman', 'tertib', 'masyarakat', 'pilih', 'kepala', 'daerah']",-6,negatif
"['cooling', 'system', 'pilih', 'kepala', 'daerah', 'polda', 'jatim', 'gelar', 'fgd', 'influencer', 'jawa', 'timur']",0,netral
"['polsek', 'balong', 'laksana', 'aman', 'kunjung', 'calon', 'gubernur', 'jatim', 'tri', 'rismaharini', 'calon', 'bupati', 'ponorogo', 'sugiri', 'sancoko', 'pasar', 'balong', 'program', 'aman', 'bentuk', 'komitmen', 'polres', 'ponorogo', 'dukung', 'sukses', 'pilih', 'kepala', 'daerah']",9,positif
"['elektabilitas', 'khofifah', 'suara', 'nu', 'survei', 'paslon', 'pilih', 'kepala', 'daerah', 'jatim', 'baru', 'kans', 'luluk', 'risma', 'tribunkaltim']",-1,negatif
"['masyarakat', 'milik', 'informasi', 'pilih', 'kepala', 'daerah', 'serentak', 'utuh', 'sah', 'hak', 'pilih', 'rabu', 'november']",-1,negatif
"['nur', 'salam', 'papar', 'ajak', 'influencer', 'informasi', 'milu', 'demokrasi', 'utama', 'laksana', 'pilih', 'kepala', 'daerah', 'informasi', 'akses', 'website', 'media', 'sosial', 'kpu', 'provinsi', 'jawa', 'timur']",0,netral
"['divisi', 'sosdiklih', 'parmas', 'kpu', 'provinsi', 'jawa', 'timur', 'nur', 'salam', 'narasumber', 'fgd', 'dirintelkam', 'polda', 'jawa', 'timur', 'rangka', 'cooling', 'sistem', 'pilih', 'kepala', 'daerah', 'serentak']",-3,negatif
"['jajar', 'kpu', 'kabupaten', 'kota', 'hentihentinya', 'jalin', 'komunikasi', 'tim', 'pasang', 'calon', 'paslon', 'koordinasi', 'kait', 'laksana', 'kampanye', 'pilih', 'kepala', 'daerah', 'serentak']",3,positif
"['anggota', 'kpu', 'jatim', 'nur', 'salam', 'jajar', 'kpu', 'kabupaten', 'kota', 'laksana', 'kampanye', 'pilih', 'kepala', 'daerah', 'serentak', 'sesuai', 'regulasi']",3,positif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'gelar', 'temu', 'kpu', 'kabupaten', 'kota', 'konsultasi', 'laksana', 'kampanye', 'pilih', 'kepala', 'daerah', 'serentak']",11,positif
"['anggota', 'kpu', 'jatim', 'miftahur', 'rozaq', 'butuh', 'sinergitas', 'bangun', 'demokrasi', 'sehat', 'integritas', 'pilih', 'kepala', 'daerah', 'serentak']",-4,negatif
"['komisi', 'pilih', 'provinsi', 'jawa', 'timur', 'kpu', 'jatim', 'kolaborasi', 'fakultas', 'ilmu', 'sosial', 'ilmu', 'politik', 'universitas', 'islam', 'negeri', 'sunan', 'ampel', 'fisip', 'uinsa', 'gelar', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak']",20,positif
"['semangat', 'sakti', 'pancasila', 'harga', 'integritas', 'polri', 'jelang', 'pilih', 'kepala', 'daerah', 'jatim']",7,positif
"['pasang', 'luluklukman', 'ambil', 'pusing', 'elektabilitas', 'buncit', 'pilih', 'kepala', 'daerah', 'jatim']",-10,negatif
"['kolaborasi', 'digital', 'cegah', 'konflik', 'polda', 'jatim', 'gandeng', 'influencer', 'pilih', 'kepala', 'daerah', 'damai']",-2,negatif
"['jelang', 'pilih', 'kepala', 'daerah', 'ketua', 'posisi', 'nyaman', 'gp', 'ansor', 'jatim', 'imbau', 'kader', 'sikap', 'netral']",7,positif
"['tri', 'rismaharini', 'peduli', 'hasil', 'survei', 'tempat', 'posisi', 'sikap', 'santai', 'yakin', 'risma', 'kontestasi', 'pilih', 'kepala', 'daerah', 'jatim']",8,positif
"['mui', 'jombang', 'seru', 'rekomendasi', 'wujud', 'pilih', 'kepala', 'daerah', 'damai']",0,netral
"['elektabilitas', 'khofifah', 'suara', 'nu', 'survei', 'paslon', 'pilih', 'kepala', 'daerah', 'jatim', 'baru', 'kans', 'luluk', 'risma', 'tribunkaltim']",-1,negatif
"['ayo', 'simak', 'harap', 'pesan', 'kapolda', 'jatim', 'jelang', 'pilih', 'kepala', 'daerah', 'jawa', 'timur']",2,positif
"['cooling', 'system', 'pilih', 'kepala', 'daerah', 'polda', 'jatim', 'gelar', 'fgd', 'influencer', 'jawa', 'timur']",0,netral
"['bawaslu', 'jawa', 'timur', 'meta', 'rawan', 'pilih', 'jelang', 'pilih', 'kepala', 'daerah', 'serentak', 'november', 'meta', 'rawan', 'pilih', 'kepala', 'daerah', 'jatim', 'bahas', 'dialog', 'hukum', 'selasa', 'oktober', 'sd', 'wib', 'jtv']",-10,negatif
"['kampanye', 'kota', 'batu', 'kd', 'fokus', 'stunting', 'usia', 'batu', 'kampanye', 'pilih', 'kepala', 'daerah', 'kota', 'batu', 'september', 'manfaat', 'pasang', 'via', 'beritajatimcom']",12,positif
"['bidhumasjatim', 'polri', 'polres', 'tabalong', 'polda', 'kalimantan', 'selatan', 'tni', 'instansi', 'kait', 'laksana', 'aman', 'titik', 'lokasi', 'pasuk', 'tahap', 'kampanye', 'pilih', 'kepala', 'daerah', 'polri', 'aman', 'pesta', 'demokrasi']",-1,negatif
"['bidhumasjatim', 'momen', 'personel', 'polri', 'aman', 'kampanye', 'wilayah', 'sulawesi', 'barat', 'komitmen', 'polri', 'jaga', 'netralitas', 'wujud', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'polri', 'aman', 'pesta', 'demokrasi']",6,positif
"['bidhumasjatim', 'mari', 'wujud', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'tnipolri', 'aman', 'pesta', 'demokrasi']",7,positif
"['bidhumasjatim', 'mari', 'wujud', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'polri', 'aman', 'pesta', 'demokrasi']",7,positif
"['seksi', 'dokter', 'sehat', 'sidokkes', 'polres', 'tabalong', 'laksana', 'periksa', 'sehat', 'personel', 'polri', 'libat', 'aman', 'kampanye', 'pilih', 'kepala', 'daerah', 'operasi', 'mantap', 'praja', 'intan', 'polri', 'aman', 'pesta', 'demokrasi']",12,positif
"['momen', 'personel', 'polri', 'aman', 'kampanye', 'wilayah', 'sulawesi', 'barat', 'komitmen', 'polri', 'jaga', 'netralitas', 'wujud', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'polri', 'aman', 'pesta', 'demokrasi']",6,positif
"['polri', 'polres', 'tabalong', 'polda', 'kalimantan', 'selatan', 'tni', 'instansi', 'kait', 'laksana', 'aman', 'titik', 'lokasi', 'pasuk', 'tahap', 'kampanye', 'pilih', 'kepala', 'daerah', 'polri', 'aman', 'pesta', 'demokrasi']",-1,negatif
"['doa', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai', 'ingat', 'maulid', 'nabi', 'muhammad', 'saw', 'h']",-1,negatif
"['kerja', 'kait', 'damping', 'jajar', 'jaksa', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'aang', 'harap', 'pilih', 'kepala', 'daerah', 'serentak', 'jatim', 'selenggara', 'penuh', 'suka', 'cita']",11,positif
"['rozaq', 'harap', 'mahasiswa', 'elemen', 'segmen', 'pilih', 'muda', 'paham', 'utuh', 'proposional', 'kait', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak']",-2,negatif
"['anggota', 'kpu', 'jatim', 'miftahur', 'rozaq', 'kpu', 'goes', 'to', 'campus', 'media', 'komunikasi', 'kpu', 'elemen', 'kampus', 'didik', 'politik', 'kait', 'laksana', 'pilih', 'kepala', 'daerah', 'serentak']",-4,negatif
"['giat', 'tema', 'peran', 'mahasiswa', 'songsong', 'pilih', 'kepala', 'daerah', 'laksana', 'kampus', 'utm', 'jalan', 'raya', 'telang', 'camat', 'kamal', 'bangkal', 'senin', 'september']",-4,negatif
"['oleh', 'suara', 'pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'pilih', 'kepala', 'daerah', 'target', 'lebih', 'oleh', 'suara', 'presiden', 'wakil', 'presiden', 'pilih', 'prabowogibran', 'jatim', 'pilpres']",9,positif
"['doa', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai', 'ingat', 'maulid', 'nabi', 'muhammad', 'saw', 'h']",-1,negatif
"['detikcom', 'pilih', 'kepala', 'daerah', 'jatim', 'khofifah', 'puti', 'kalah', 'pileg', 'kemarin', 'jatim', 'bambang', 'deh', 'kalah', 'walapun', 'puti', 'lolos', 'parlement', 'diam', 'duduk', 'manis', 'nasib', 'guruh', 'kenal']",-13,negatif
"['halo', 'sobat', 'hubung', 'masyarakat', 'ayo', 'simak', 'pesan', 'harap', 'kapolda', 'jawa', 'timur', 'hadap', 'pilih', 'kepala', 'daerah', 'wilayah', 'jawa', 'timur', 'doa', 'kamis', 'september']",-2,negatif
"['doa', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai', 'ingat', 'maulid', 'nabi', 'muhammad', 'saw', 'h']",-1,negatif
"['kapolda', 'jawa', 'timur', 'irjen', 'pol', 'drs', 'imam', 'sugianto', 'forkopimda', 'jawa', 'timur', 'pju', 'polda', 'jawa', 'timur', 'hadir', 'doa', 'rangka', 'pilih', 'kepala', 'daerah', 'jatim', 'aman', 'damai', 'ingat', 'maulid', 'nabi', 'muhammad', 'saw', 'h', 'lapang', 'upacara', 'mapolda', 'jatim']",-4,negatif
"['oleh', 'suara', 'pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansaemil', 'dardak', 'pilih', 'kepala', 'daerah', 'target', 'lebih', 'oleh', 'suara', 'presiden', 'wakil', 'presiden', 'pilih', 'prabowogibran', 'jatim', 'pilpres']",9,positif
"['bina', 'apel', 'edi', 'hartono', 'jajar', 'kpu', 'jatim', 'jaga', 'sehat', 'padat', 'tahap', 'pilih', 'kepala', 'daerah', 'serentak', 'jajar', 'lelah', 'sosialisasi', 'pilih', 'kepala', 'daerah', 'serentak', 'dorong', 'tingkat', 'partisipasi', 'masyarakat', 'november']",9,positif
"['kpu', 'jatim', 'temu', 'puluh', 'korak', 'suara', 'rusak', 'inspeksi', 'dadak', 'gudang', 'logistik', 'pilih', 'kepala', 'daerah', 'ngawi', 'rusa', 'ganti']",3,positif
"['nanik', 'tuju', 'sosialisasi', 'didik', 'pilih', 'selenggara', 'kpu', 'provinsi', 'jawa', 'timur', 'informasi', 'putar', 'pilih', 'kepala', 'daerah', 'serentak']",0,netral
"['pilih', 'kepala', 'daerah', 'kpu', 'ponorogo', 'rakit', 'kotak', 'suara', 'siap', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'ponorogo', 'cepat', 'komisi', 'pilih', 'kpu', 'ponorogo', 'rakit', 'kotak', 'via', 'beritajatimcom']",-9,negatif
"['survei', 'paslon', 'pilih', 'kepala', 'daerah', 'jatim', 'saing', 'luluk', 'khofifah', 'risma', 'partai', 'politik', 'sebar', 'pilih', 'tribunkaltim']",-5,negatif
"['karang', 'taruna', 'surabaya', 'dorong', 'pemuda', 'daftar', 'kpps', 'pilih', 'kepala', 'daerah', 'karang', 'taruna', 'surabaya', 'dorong', 'pemuda', 'daftar', 'kelompok', 'selenggara', 'mungut', 'suara', 'kpps', 'via', 'beritajatimcom']",-13,negatif
"['komandan', 'kodim', 'jember', 'letkol', 'arm', 'indra', 'andriansyah', 'netralitas', 'tni', 'harga', 'mati', 'jelang', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'kabupaten', 'jember', 'jawa', 'timur']",4,positif
"['teman', 'pilih', 'rangkai', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'pantau', 'website', 'media', 'sosial', 'resmi', 'kpu', 'jatim', 'lupa', 'like', 'komen', 'share', 'iya']",1,positif
"['ketua', 'kpu', 'kabupaten', 'jombang', 'ahmad', 'udi', 'masjkur', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'keliling', 'camat', 'kabupaten', 'jombang']",-4,negatif
"['jalan', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'jalur', 'kabupaten', 'jombang', 'serah', 'terima', 'kirab', 'maskot', 'pilih', 'kepala', 'daerah', 'serentak', 'kpu', 'kota', 'diri', 'kpu', 'kabupaten', 'jombang', 'laksana', 'alunalun', 'kabupaten', 'jombang']",-3,negatif
"['kirab', 'pataka', 'jer', 'basuki', 'mawa', 'beya', 'jember', 'momentum', 'kawal', 'pilih', 'kepala', 'daerah']",-3,negatif
"['anakogi', 'kim', 'plus', 'lahir', 'unt', 'amp', 'nama', 'penting', 'all', 'jokowis', 'man', 'awal', 'agenda', 'pilih', 'kepala', 'daerah', 'daerah', 'strategis', 'jakarta', 'ridwan', 'kamil', 'jabar', 'deddi', 'mulyadi', 'jateng', 'ahmad', 'luthfi', 'jatim', 'khofifah', 'sumut', 'bobby', 'nas', 'hasil', 'ayo', 'lawan']",11,positif
