tokens_stemmed,bobot_nilai_total,label,tokens_stemmed_string,Prediksi_Naive_Bayes,Probabilitas_NB,Prediksi_Logistic_Regression,Probabilitas_LR
"['giat', 'cooling', 'system', 'pilih', 'kepala', 'daerah', 'kapolsek', 'senori', 'polres', 'tuban', 'polda', 'jatim', 'laksana', 'silaturahmi', 'tokoh', 'masyarakat', 'desa', 'kaligede', 'divhumaspolri', 'polrestuban', 'polseksenori', 'bidhumasjatim']",-2,negatif,giat cooling system pilih kepala daerah kapolsek senori polres tuban polda jatim laksana silaturahmi tokoh masyarakat desa kaligede divhumaspolri polrestuban polseksenori bidhumasjatim,negatif,78.77%,negatif,54.69%
"['deret', 'catat', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'hangat', 'madura']",2,positif,deret catat debat perdana pilih kepala daerah jatim hangat madura,positif,76.29%,positif,50.26%
"['komisi', 'informasi', 'tekan', 'buka', 'informasi', 'debat', 'pilih', 'kepala', 'daerah', 'jatim']",0,netral,komisi informasi tekan buka informasi debat pilih kepala daerah jatim,positif,49.54%,negatif,48.61%
"['surabaya', 'rawan', 'jatim', 'sehat', 'tenaga', 'sehat', 'lintas', 'profesi', 'resmi', 'deklarasi', 'dukung', 'pasang', 'khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'jatim']",7,positif,surabaya rawan jatim sehat tenaga sehat lintas profesi resmi deklarasi dukung pasang khofifah indar parawansa emil elestianto dardak pilih kepala daerah pilih kepala daerah jatim,positif,56.06%,negatif,43.88%
"['malang', 'raya', 'komisi', 'pilih', 'kpu', 'kota', 'malang', 'jawa', 'timur', 'ganti', 'tanggal', 'laksana', 'agenda', 'debat', 'publik', 'tiga', 'pasang', 'calon', 'wali', 'kota', 'wakil', 'wali', 'kota', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-13,negatif,malang raya komisi pilih kpu kota malang jawa timur ganti tanggal laksana agenda debat publik tiga pasang calon wali kota wakil wali kota pilih kepala daerah pilih kepala daerah,negatif,70.23%,negatif,56.99%
"['hasil', 'survei', 'elektabilitas', 'pilih', 'kepala', 'daerah', 'jatim', 'risma', 'luluk', 'kerja', 'keras', 'hadap', 'khofifah', 'tribunnews']",3,positif,hasil survei elektabilitas pilih kepala daerah jatim risma luluk kerja keras hadap khofifah tribunnews,negatif,74.57%,negatif,45.59%
"['surabaya', 'calon', 'wali', 'kota', 'surabaya', 'eri', 'cahyadi', 'warga', 'wilayah', 'mungut', 'suara', 'tps', 'november', 'salur', 'hak', 'pilih', 'laksana', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah']",-8,negatif,surabaya calon wali kota surabaya eri cahyadi warga wilayah mungut suara tps november salur hak pilih laksana pilih kepala daerah pilih kepala daerah,negatif,81.68%,negatif,62.50%
"['surat', 'suara', 'pilih', 'kepala', 'daerah', 'mojokerto', 'butuh', 'sortir', 'lipat', 'pekan']",-6,negatif,surat suara pilih kepala daerah mojokerto butuh sortir lipat pekan,negatif,73.32%,negatif,57.34%
"['calon', 'gubernur', 'jawa', 'timur', 'nomor', 'urut', 'tri', 'rismaharini', 'kanan', 'tanggap', 'cagub', 'nomor', 'urut', 'khofifah', 'indar', 'parawansa', 'kanan', 'debat', 'pilih', 'kepala', 'daerah', 'jawa', 'timur', 'graha', 'unesa', 'surabaya', 'jawa', 'timur', 'jumat']",6,positif,calon gubernur jawa timur nomor urut tri rismaharini kanan tanggap cagub nomor urut khofifah indar parawansa kanan debat pilih kepala daerah jawa timur graha unesa surabaya jawa timur jumat,positif,78.80%,positif,59.00%
"['chchotimah', 'ccopa', 'pilih', 'kepala', 'daerah', 'partai', 'pdippendukungnya', 'aktif', 'twitter', 'bosen', 'lihat', 'jakarta', 'jatim', 'jateng', 'calon', 'santai']",-2,negatif,chchotimah ccopa pilih kepala daerah partai pdippendukungnya aktif twitter bosen lihat jakarta jatim jateng calon santai,negatif,64.39%,negatif,60.46%
"['acara', 'sesi', 'duga', 'antusias', 'siswa', 'sman', 'pare', 'mengahasilkan', 'kualitas', 'putar', 'pelaksanan', 'pilih', 'kepala', 'daerah', 'serentak']",9,positif,acara sesi duga antusias siswa sman pare mengahasilkan kualitas putar pelaksanan pilih kepala daerah serentak,positif,74.35%,positif,57.01%
"['risma', 'gus', 'hans', 'papar', 'visi', 'misi', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'risma', 'tekan', 'publik', 'jatim', 'cipta', 'jatim', 'resik', 'tuju']",-3,negatif,risma gus hans papar visi misi debat perdana pilih kepala daerah jatim risma tekan publik jatim cipta jatim resik tuju,positif,58.01%,negatif,38.57%
"['kpu', 'jawa', 'timur', 'ajak', 'ingat', 'masyarakat', 'bijak', 'sosmed', 'kampanye', 'pilih', 'kepala', 'daerah', 'jatim', 'liam', 'payne', 'indah', 'g', 'bahrain', 'bahlil', 'yogya', 'yahya', 'sinwar', 'hamas', 'erina']",1,positif,kpu jawa timur ajak ingat masyarakat bijak sosmed kampanye pilih kepala daerah jatim liam payne indah g bahrain bahlil yogya yahya sinwar hamas erina,positif,58.76%,positif,51.53%
"['komisi', 'pilih', 'kabupaten', 'banyuwangi', 'jawa', 'timur', 'libat', 'puluh', 'orang', 'kerja', 'rakit', 'kotak', 'suara', 'pilih', 'gubernur', 'wakil', 'gubernur', 'jawa', 'timur', 'pilih', 'bupati', 'wakil', 'bupati', 'banyuwangi', 'pilih', 'kepala', 'daerah', 'serentak']",-2,negatif,komisi pilih kabupaten banyuwangi jawa timur libat puluh orang kerja rakit kotak suara pilih gubernur wakil gubernur jawa timur pilih bupati wakil bupati banyuwangi pilih kepala daerah serentak,positif,65.43%,positif,50.08%
"['kpu', 'jawa', 'timur', 'ajak', 'ingat', 'masyarakat', 'bijak', 'sosmed', 'kampanye', 'pilih', 'kepala', 'daerah', 'jatim']",0,netral,kpu jawa timur ajak ingat masyarakat bijak sosmed kampanye pilih kepala daerah jatim,positif,61.97%,positif,53.31%
"['pj', 'gubernur', 'jatim', 'optimistis', 'pilih', 'kepala', 'daerah', 'serentak', 'aman', 'damai']",1,positif,pj gubernur jatim optimistis pilih kepala daerah serentak aman damai,positif,69.87%,positif,59.22%
"['breaking', 'news', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'luluklukman', 'khofifahemil', 'rismagus', 'hans', 'saksi', 'streamingnya']",2,positif,breaking news debat perdana pilih kepala daerah jatim luluklukman khofifahemil rismagus hans saksi streamingnya,positif,78.50%,positif,54.30%
"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'calon', 'adu', 'gagas', 'visi', 'misi', 'bu', 'risma', 'cagub', 'jatim', 'nomor', 'urut', 'jabar', 'didik', 'karakter', 'usia', 'bismillahh', 'jatim', 'resik', 'bu', 'risma', 'gus', 'hans', 'yahyah', 'sinwar', 'abidzar']",3,positif,debat perdana pilih kepala daerah jatim calon adu gagas visi misi bu risma cagub jatim nomor urut jabar didik karakter usia bismillahh jatim resik bu risma gus hans yahyah sinwar abidzar,positif,54.86%,positif,38.21%
"['buset', 'lagu', 'pilih', 'kepala', 'daerah', 'jatim', 'seru', 'iya', 'joget', 'habis', 'wkwkwk']",3,positif,buset lagu pilih kepala daerah jatim seru iya joget habis wkwkwk,negatif,60.40%,negatif,55.73%
"['breaking', 'news', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'luluklukman', 'khofifahemil', 'rismagus', 'hans', 'saksi', 'streamingnya']",2,positif,breaking news debat perdana pilih kepala daerah jatim luluklukman khofifahemil rismagus hans saksi streamingnya,positif,78.50%,positif,54.30%
"['terima', 'bansos', 'jember', 'kecewa', 'buntut', 'pemkab', 'tunda', 'salur', 'jaga', 'netralitas', 'pns', 'pilih', 'kepala', 'daerah']",0,netral,terima bansos jember kecewa buntut pemkab tunda salur jaga netralitas pns pilih kepala daerah,negatif,64.03%,netral,41.51%
"['breaking', 'news', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'luluklukman', 'khofifahemil', 'rismagus', 'hans', 'saksi', 'streamingnya']",2,positif,breaking news debat perdana pilih kepala daerah jatim luluklukman khofifahemil rismagus hans saksi streamingnya,positif,78.50%,positif,54.30%
"['khofifah', 'indar', 'parawansa', 'emil', 'elestianto', 'dardak', 'gelar', 'doa', 'berangkat', 'lokasi', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'jumat', 'malam']",0,netral,khofifah indar parawansa emil elestianto dardak gelar doa berangkat lokasi debat perdana pilih kepala daerah jatim jumat malam,negatif,53.23%,netral,38.43%
"['elektabilitas', 'luluk', 'vs', 'khofifah', 'vs', 'risma', 'jelang', 'debat', 'malam', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'tribunkaltim']",6,positif,elektabilitas luluk vs khofifah vs risma jelang debat malam hasil survei pilih kepala daerah jatim tribunkaltim,positif,76.10%,positif,57.95%
"['breaking', 'news', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'luluklukman', 'khofifahemil', 'rismagus', 'hans', 'saksi', 'streamingnya']",2,positif,breaking news debat perdana pilih kepala daerah jatim luluklukman khofifahemil rismagus hans saksi streamingnya,positif,78.50%,positif,54.30%
"['debat', 'pilih', 'kepala', 'daerah', 'kota', 'malang', 'gelar', 'oktober']",-3,negatif,debat pilih kepala daerah kota malang gelar oktober,negatif,68.59%,negatif,54.60%
"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'rismagus', 'hans', 'alam', 'klik', 'baca', 'kompascom', 'baca', 'berita', 'iklan', 'download', 'aplikasi']",-2,negatif,debat perdana pilih kepala daerah jatim rismagus hans alam klik baca kompascom baca berita iklan download aplikasi,positif,48.37%,negatif,41.47%
"['jadwal', 'debat', 'publik', 'pilih', 'kepala', 'daerah', 'jember', 'bocor', 'materi', 'kpu']",-3,negatif,jadwal debat publik pilih kepala daerah jember bocor materi kpu,positif,70.16%,positif,44.83%
"['hasil', 'survei', 'baru', 'khofifahemil', 'unggul', 'pilih', 'kepala', 'daerah', 'jatim']",1,positif,hasil survei baru khofifahemil unggul pilih kepala daerah jatim,positif,58.14%,positif,43.06%
"['survei', 'poltracking', 'khofifahemil', 'unggul', 'pilih', 'kepala', 'daerah', 'jatim']",-2,negatif,survei poltracking khofifahemil unggul pilih kepala daerah jatim,negatif,54.28%,negatif,55.76%
"['elektabilitas', 'luluk', 'vs', 'khofifah', 'vs', 'risma', 'jelang', 'debat', 'malam', 'hasil', 'survei', 'pilih', 'kepala', 'daerah', 'jatim', 'tribunkaltim']",6,positif,elektabilitas luluk vs khofifah vs risma jelang debat malam hasil survei pilih kepala daerah jatim tribunkaltim,positif,76.10%,positif,57.95%
"['diskominfo', 'jatim', 'kpid', 'jatim', 'gandeng', 'stikosa', 'awas', 'selenggara', 'seminar', 'jelang', 'pilih', 'kepala', 'daerah']",5,positif,diskominfo jatim kpid jatim gandeng stikosa awas selenggara seminar jelang pilih kepala daerah,positif,70.68%,positif,55.63%
"['diskominfo', 'jatim', 'kpid', 'jatim', 'gandeng', 'stikosa', 'awas', 'selenggara', 'seminar', 'jelang', 'pilih', 'kepala', 'daerah']",5,positif,diskominfo jatim kpid jatim gandeng stikosa awas selenggara seminar jelang pilih kepala daerah,positif,70.68%,positif,55.63%
"['rozaq', 'program', 'goes', 'to', 'campus', 'laksana', 'capai', 'tuju', 'informasi', 'kait', 'pilih', 'kepala', 'daerah', 'didik', 'pilih', 'ajak', 'libat', 'aktif', 'masyarakat', 'pilih', 'kepala', 'daerah', 'serentak']",-5,negatif,rozaq program goes to campus laksana capai tuju informasi kait pilih kepala daerah didik pilih ajak libat aktif masyarakat pilih kepala daerah serentak,negatif,61.86%,negatif,55.21%
"['anggota', 'kpu', 'jatim', 'miftahur', 'rozaq', 'giat', 'usung', 'tema', 'bangun', 'semangat', 'kritis', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak', 'bangun', 'semangat', 'kritis', 'pilih', 'pilih', 'kepala', 'daerah', 'serentak']",-9,negatif,anggota kpu jatim miftahur rozaq giat usung tema bangun semangat kritis pilih pilih kepala daerah serentak bangun semangat kritis pilih pilih kepala daerah serentak,negatif,64.46%,negatif,60.58%
"['pj', 'bupati', 'lumajang', 'ajak', 'pj', 'gubernur', 'jatim', 'antisipasi', 'ganggu', 'sukses', 'pilih', 'kepala', 'daerah']",0,netral,pj bupati lumajang ajak pj gubernur jatim antisipasi ganggu sukses pilih kepala daerah,negatif,51.74%,netral,37.60%
"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'paslon', 'wajib', 'kena', 'pakai', 'adat', 'dukung', 'wajib', 'beban', 'anggar']",-4,negatif,debat perdana pilih kepala daerah jatim paslon wajib kena pakai adat dukung wajib beban anggar,negatif,60.30%,negatif,47.79%
"['ikut', 'obrol', 'hangat', 'pagi', 'jumat', 'ranah', 'publik', 'sekolah', 'pascasarjana', 'unair', 'tema', 'orkestrasi', 'ekonomi', 'ekologi', 'pilih', 'kepala', 'daerah', 'jatim', 'sambut', 'debat', 'perdana', 'pilgub', 'jatim']",5,positif,ikut obrol hangat pagi jumat ranah publik sekolah pascasarjana unair tema orkestrasi ekonomi ekologi pilih kepala daerah jatim sambut debat perdana pilgub jatim,positif,88.13%,positif,61.39%
"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'gelar', 'jumat', 'malam', 'kpu', 'wajib', 'pasang', 'calon', 'kena', 'pakai', 'adat', 'kostum', 'budaya']",3,positif,debat perdana pilih kepala daerah jatim gelar jumat malam kpu wajib pasang calon kena pakai adat kostum budaya,positif,65.43%,positif,50.47%
"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'aspek', 'bahas', 'kait', 'butuh', 'dasar', 'masyarakat']",-4,negatif,debat perdana pilih kepala daerah jatim aspek bahas kait butuh dasar masyarakat,negatif,56.10%,negatif,45.33%
"['khofifah', 'tampil', 'prima', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'malam']",2,positif,khofifah tampil prima debat perdana pilih kepala daerah jatim malam,positif,56.24%,negatif,44.73%
"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'hadir', 'panelis', 'akademisi']",0,netral,debat perdana pilih kepala daerah jatim hadir panelis akademisi,positif,68.87%,positif,41.87%
"['silaturahmi', 'urus', 'pondok', 'pesantren', 'kapolsek', 'senori', 'polres', 'tuban', 'akp', 'bambang', 'edi', 'nofantoro', 'sh', 'titip', 'pesan', 'pilih', 'kepala', 'daerah', 'aman', 'damai', 'divhumaspolri', 'polrestuban', 'polseksenori', 'bidhumasjatim']",-3,negatif,silaturahmi urus pondok pesantren kapolsek senori polres tuban akp bambang edi nofantoro sh titip pesan pilih kepala daerah aman damai divhumaspolri polrestuban polseksenori bidhumasjatim,negatif,88.42%,negatif,66.20%
"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'rismagus', 'hans', 'alam']",2,positif,debat perdana pilih kepala daerah jatim rismagus hans alam,positif,67.45%,positif,47.21%
"['euforia', 'kontestasi', 'politik', 'kian', 'gejolak', 'dukung', 'kelompok', 'masyarakat', 'pilih', 'kepala', 'daerah', 'jatim', 'jalan', 'aman', 'damai', 'salah', 'satu', 'ketua', 'aliansi', 'gera', 'aksi', 'damai', 'jatim', 'liam', 'payne', 'erina']",-9,negatif,euforia kontestasi politik kian gejolak dukung kelompok masyarakat pilih kepala daerah jatim jalan aman damai salah satu ketua aliansi gera aksi damai jatim liam payne erina,negatif,82.07%,negatif,64.51%
"['kendala', 'teknis', 'debat', 'perdana', 'pilih', 'kepala', 'daerah', 'jatim', 'pindah', 'lokasi']",-1,negatif,kendala teknis debat perdana pilih kepala daerah jatim pindah lokasi,positif,51.47%,negatif,49.17%
"['pemkab', 'jember', 'henti', 'program', 'bansos', 'jelang', 'pilih', 'kepala', 'daerah', 'jaga', 'netralitas', 'asn']",-4,negatif,pemkab jember henti program bansos jelang pilih kepala daerah jaga netralitas asn,negatif,72.94%,negatif,46.00%
"['pj', 'gubernur', 'jawa', 'timur', 'adhy', 'karyono', 'hadir', 'rapat', 'koordinasi', 'forkopimda', 'provinsi', 'kabupatenkota', 'sejawa', 'timur', 'surabaya', 'rabu', 'tenaga', 'ahli', 'mendagri', 'ri', 'suhajar', 'diantoro', 'terang', 'indikator', 'hasil', 'pilih', 'kepala', 'daerah', 'aman', 'lancar', 'sesuai']",6,positif,pj gubernur jawa timur adhy karyono hadir rapat koordinasi forkopimda provinsi kabupatenkota sejawa timur surabaya rabu tenaga ahli mendagri ri suhajar diantoro terang indikator hasil pilih kepala daerah aman lancar sesuai,positif,75.22%,positif,53.04%
"['debat', 'perdana', 'pilih', 'kepala', 'daerah', 'magetan', 'paslon', 'adu', 'visi', 'misi', 'pasang', 'calon', 'paslon', 'adu', 'visi', 'misi', 'program', 'unggul', 'bangun', 'magetan', 'arah', 'via', 'beritajatimcom']",0,netral,debat perdana pilih kepala daerah magetan paslon adu visi misi pasang calon paslon adu visi misi program unggul bangun magetan arah via beritajatimcom,positif,73.28%,positif,45.41%
"['pj', 'gubernur', 'jatim', 'optimistis', 'pilih', 'kepala', 'daerah', 'serentak', 'jalan', 'aman', 'damai', 'demokratis', 'via', 'nawacit']",1,positif,pj gubernur jatim optimistis pilih kepala daerah serentak jalan aman damai demokratis via nawacit,positif,83.43%,positif,66.67%
"['pj', 'gubernur', 'jatim', 'optimistis', 'pilih', 'kepala', 'daerah', 'serentak', 'jalan', 'aman', 'damai', 'demokratis', 'via', 'nawacit']",1,positif,pj gubernur jatim optimistis pilih kepala daerah serentak jalan aman damai demokratis via nawacit,positif,83.43%,positif,66.67%
"['pj', 'gubernur', 'jatim', 'optimistis', 'pilih', 'kepala', 'daerah', 'serentak', 'jalan', 'aman', 'damai', 'demokratis', 'via', 'nawacit']",1,positif,pj gubernur jatim optimistis pilih kepala daerah serentak jalan aman damai demokratis via nawacit,positif,83.43%,positif,66.67%
"['pilih', 'kepala', 'daerah', 'bikin', 'laku', 'usaha', 'konveksi', 'lamongan', 'sumringah', 'momen', 'pilih', 'kepala', 'daerah', 'pilih', 'kepala', 'daerah', 'serentak', 'bawa', 'berkah', 'sendiri', 'laku', 'usaha', 'konveksi', 'lamongan', 'via', 'beritajatimcom']",-6,negatif,pilih kepala daerah bikin laku usaha konveksi lamongan sumringah momen pilih kepala daerah pilih kepala daerah serentak bawa berkah sendiri laku usaha konveksi lamongan via beritajatimcom,negatif,79.95%,negatif,68.80%
"['pj', 'gubernur', 'jatim', 'politisasi', 'birokrasi', 'pilih', 'kepala', 'daerah']",-2,negatif,pj gubernur jatim politisasi birokrasi pilih kepala daerah,positif,51.82%,negatif,55.79%
"['gaes', 'pj', 'bupati', 'lumajang', 'hadir', 'forkopimda', 'jatim', 'bahas', 'kesiap', 'pilih', 'kepala', 'daerah']",-1,negatif,gaes pj bupati lumajang hadir forkopimda jatim bahas kesiap pilih kepala daerah,negatif,56.18%,negatif,48.60%
"['paslon', 'salaf', 'dukung', 'ribu', 'buruh', 'ajang', 'pilih', 'kepala', 'daerah', 'baca', 'lengkap', 'klik', 'link', 'bio']",0,netral,paslon salaf dukung ribu buruh ajang pilih kepala daerah baca lengkap klik link bio,negatif,60.04%,netral,37.33%
"['dpc', 'pdi', 'juang', 'kabupaten', 'gresik', 'usul', 'kader', 'pecat', 'urus', 'dpd', 'pdip', 'jatim', 'lantar', 'dukung', 'kotak', 'kosong', 'pilih', 'kepala', 'daerah']",-11,negatif,dpc pdi juang kabupaten gresik usul kader pecat urus dpd pdip jatim lantar dukung kotak kosong pilih kepala daerah,negatif,82.87%,negatif,60.66%
"['klub', 'motor', 'drt', 'sumenep', 'dukung', 'paslon', 'fikriunais', 'pilih', 'kepala', 'daerah']",2,positif,klub motor drt sumenep dukung paslon fikriunais pilih kepala daerah,positif,61.49%,positif,50.52%
"['koarmada', 'ii', 'hadir', 'rapat', 'koordinasi', 'forkopimda', 'jatim', 'bahas', 'kesiap', 'pilih', 'kepala', 'daerah', 'serentak', 'tni', 'al', 'koarmada', 'ii', 'oktober']",1,positif,koarmada ii hadir rapat koordinasi forkopimda jatim bahas kesiap pilih kepala daerah serentak tni al koarmada ii oktober,positif,62.56%,positif,44.16%
"['unair', 'kirim', 'panelis', 'debat', 'pilih', 'kepala', 'daerah', 'jatim']",3,positif,unair kirim panelis debat pilih kepala daerah jatim,positif,79.40%,positif,55.91%
"['jelang', 'debat', 'pilgub', 'jatim', 'perdana', 'gelar', 'oktober', 'suara', 'muslim', 'sekolah', 'pasca', 'sarjana', 'unair', 'hadir', 'talkshow', 'ranah', 'publik', 'tema', 'orkestrasi', 'ekonomi', 'ekologi', 'pilih', 'kepala', 'daerah', 'jatim', 'ayo', 'dapat']",16,positif,jelang debat pilgub jatim perdana gelar oktober suara muslim sekolah pasca sarjana unair hadir talkshow ranah publik tema orkestrasi ekonomi ekologi pilih kepala daerah jatim ayo dapat,positif,87.34%,positif,64.01%
